city,date,conditionId,bucketLoC,bucketHiC,kind,snapshotTs,obsMaxC,signedDist,bucketRel,side,entryPrice,noPrice,yesPrice,exitPrice,exitTs,exitReason,holdMin,shares,pnl,fresh,priorTicks
Chongqing,2026-04-13,0xb3e2b8c214f44e50694a126b0c16bcddd44821e897804246b8531f64aa4bfee4,19,19,exact,1776053099,20,-1,above_obs,NO,0.97,0.97,0.01,0.999,1776053129,profit-take,1,103.09,2.99,244,175
Hong Kong,2026-03-27,0xde09dedf441e289a2bf6ddf9beeb45c1596f06f856b92fc805d4e951aa7f5211,25,25,exact,1774585499,27,-2,above_obs,NO,0.95,0.95,0.05,0.999,1774586759,profit-take,21,105.26,5.16,16,76
Milan,2026-04-16,0x92c5cb953c424f83c29bec989879522ccfeece4b94443877fb87a0d23faa79be,23,23,exact,1776347699,24,-1,above_obs,NO,0.96,0.96,0.0433,0.999,1776347890,profit-take,3,104.17,4.06,159,193
Lagos,2026-04-15,0xe7b10e5087de993da0c7cb0ff0d277dfbaa45be76752c556870b74c8cbd44598,33,33,exact,1776251699,34,-1,above_obs,NO,0.9514,0.9514,0.01,0.999,1776251842,profit-take,2,105.11,5.01,1,10
Panama City,2026-04-14,0x68d9cdafb59408ae4b3327152c26d4918a6e5825fb6a8e07de418b596895d999,32,32,exact,1776182699,33,-1,above_obs,NO,0.97,0.97,0.03,0.999,1776185738,profit-take,51,103.09,2.99,1420,5
Lagos,2026-04-17,0xba732482c61b14fc6ab196939019d18ffc235e2d10be49358012d676f5d8d4bb,33,33,exact,1776428699,34,-1,above_obs,NO,0.9685,0.9685,0.01,0.999,1776428782,profit-take,1,103.25,3.15,51,11
Hong Kong,2026-03-23,0x6c2be45d7873afd22c8771c63a099664c01c1b6cba691596bbbbe97cab7e2ff3,25,25,exact,1774235399,26,-1,above_obs,NO,0.961,0.961,0.02,0.999,1774240919,profit-take,92,104.06,3.95,18,218
London,2026-03-28,0x7e4c72c17dbbdecbe0da1027d6510f21443a33a265e484b75f3c6903b9b0eaaf,9,9,exact,1774695299,10,-1,above_obs,NO,0.969,0.969,0.0306,0.999,1774698729,profit-take,57,103.2,3.1,22,130
Buenos Aires,2026-04-20,0xd6a44d8ae95f44268f574d89964ffb1f6a650f6917cc60a39e0a2d7e142e7217,20,20,exact,1776661499,22,-2,above_obs,NO,0.967,0.967,0.033,0.999,1776702370,profit-take,681,103.41,3.31,63,185
Lucknow,2026-04-15,0x62976da7f890bc117741a8d5092cfbd1d05bda4f692dc03710eb5eacb67c577e,38,38,exact,1776243899,39,-1,above_obs,NO,0.97,0.97,0.06,0.999,1776243968,profit-take,1,103.09,2.99,77,153
Toronto,2026-04-19,0x21acd07725ede8fc1ac353d2560875cb06ddebc2452d5b0782ef2e5f1c6d288f,9,9,exact,1776629699,10,-1,above_obs,NO,0.97,0.97,0.003,0.999,1776631766,profit-take,34,103.09,2.99,15,64
Hong Kong,2026-04-06,0xe3b8f689a316799ed0e1d310af1f321056c620ad362b805baf8530501fcda799,26,26,exact,1775439299,27,-1,above_obs,NO,0.95,0.95,0.05,0.999,1775448295,profit-take,150,105.26,5.16,4,230
Chicago,2026-04-19,0x1f80f3ce819442248864b13839527f4ca8c4ca1c1448f6788ae1e1791a87fec7,,6.111,or_below,1776560999,7.22,-1.11,above_obs,NO,0.968,0.968,0.02,0.992,1776604734,timeout,729,103.31,2.48,115,132
Hong Kong,2026-04-22,0x2215280b7de63afaff105a0147210d3696a2b52378a0ad4e62daf65758b10c03,28,28,exact,1776827728,29,-1,above_obs,NO,0.96,0.96,0.04,0.999,1776830878,profit-take,53,104.17,4.06,22,156
Buenos Aires,2026-04-06,0xdf2e6b0eb5052ef3b42af42a70ee1128e4820eb7bc310b7d6cb60e010516a27a,17,17,exact,1775433899,18,-1,above_obs,NO,0.956,0.956,0.025,0.956,1775478433,timeout,742,104.6,0,214,166
Buenos Aires,2026-04-06,0xc320b62d590aa873246a4da64f6a99100f2cb1b97fcbf25e7736c8e070d9b6d9,16,16,exact,1775461499,18,-2,above_obs,NO,0.97,0.97,0.0261,0.999,1775484189,profit-take,378,103.09,2.99,2,189
Seoul,2026-04-07,0xeb6cd12642f7ee845ce50401a769ccdd40f0e96dddf81931b5631faa9397968f,10,10,exact,1775531099,11,-1,above_obs,NO,0.9567,0.9567,0.0486,0.999,1775532561,profit-take,24,104.52,4.42,2,230
Madrid,2026-03-25,0x42863f40d7aa3d617c1c66f59837bb59043655b4063fc5a45e97960e701e69ef,20,20,exact,1774449299,21,-1,above_obs,NO,0.953,0.953,0.0644,0.999,1774449311,profit-take,0,104.93,4.83,2,94
Wuhan,2026-04-18,0x4bb38dd6c81aa71b93f02980a6986753e38395b16c04d23d7751c285ef68830c,28,28,exact,1776495899,29,-1,above_obs,NO,0.9653,0.9653,0.01,0.999,1776495966,profit-take,1,103.59,3.49,187,202
Seattle,2026-04-17,0x44ee1908f2d3b6d0135efdd68a51f322db692a3aca0d29a2aeda758a485be7c7,,10.556,or_below,1776388799,12.22,-1.66,above_obs,NO,0.95,0.95,0.0462,0.985,1776432290,timeout,725,105.26,3.68,245,44
Chicago,2026-01-29,0x7b6111c9161a30fa9c1e676714889893283fb0df0367cab26026072d069775bf,,-11.667,or_below,1769699099,-10.56,-1.11,above_obs,NO,0.9605,0.9605,0.005,0.999,1769705532,profit-take,107,104.11,4,253,51
Hong Kong,2026-03-22,0x7ca29e0612f577976e3eb752d88e50785c7c424c821fea606ffcf485f67f7ddb,23,23,exact,1774144905,24,-1,above_obs,NO,0.9621,0.9621,,0.999,1774154425,profit-take,159,103.94,3.84,458,4
Sao Paulo,2026-02-15,0x9d3e4a26832e76e855eebaa6f56be957d2c29935a6dba14a290d67adc54200ea,30,30,exact,1771171441,31,-1,above_obs,NO,0.9649,0.9649,0.09,0.999,1771173379,profit-take,32,103.64,3.53,404,12
Sao Paulo,2026-02-28,0xc172a3ba7c420f86044877399a05a8b3a0d8c263216410cc7878ce96d3ac440d,24,24,exact,1772294567,25,-1,above_obs,NO,0.9596,0.9596,0.3,0.999,1772294755,profit-take,3,104.21,4.1,96,43
